year,price,mileage,tax(£),mpg,engineSize,model,transmission,fuelType,category,mileage_category,engine_category,Cluster
0.3358485392100463,-0.5464038095772475,-0.5014934626571599,0.4465530159410943,0.2668462793066313,-0.6534827150205118,0.9085076662882199,0.3917866186947099,2.1518135052217957,Murah,Lumayan,Kecil,0
-0.3657493907160827,-0.24740588539125147,0.14380853427600526,0.4776160503670239,-0.25301614936426586,0.8776548386361708,4.157418679320342,0.3917866186947099,-0.1553177788627317,Sedang,Tinggi,Besar,1
-0.014950425753018193,0.2962267040378323,0.02682467509662806,0.4051356367065214,0.17673679167034267,0.3034782560149146,7.406329692352465,-0.32453699502908795,-0.1553177788627317,Sedang,Lumayan,Besar,1
0.6866475041731108,-0.22022425591979727,0.3432544255776546,0.4465530159410943,-0.25301614936426586,-0.27069832660634136,1.7207354195462505,-0.32453699502908795,2.1518135052217957,Sedang,Tinggi,Sedang,1
0.3358485392100463,0.16045446482791864,-0.2745602273147532,0.4569073607497375,0.46092825267709986,0.3034782560149146,7.406329692352465,0.3917866186947099,-0.1553177788627317,Sedang,Lumayan,Besar,1
0.3358485392100463,-0.2744516067153484,-0.3919913657610658,0.4569073607497375,0.1004903021319443,-1.0362671034346824,1.7207354195462505,0.3917866186947099,2.1518135052217957,Sedang,Lumayan,Kecil,0
1.0374464691361753,0.7788365353035015,-0.7986088811568851,0.4569073607497375,-1.3967134924402398,0.11208606180782957,7.406329692352465,0.3917866186947099,2.1518135052217957,Mahal,Rendah,Sedang,2
0.3358485392100463,0.350725871128098,-0.44786061237645136,0.4051356367065214,0.17673679167034267,0.3034782560149146,7.406329692352465,1.8244338461423053,-0.1553177788627317,Sedang,Lumayan,Besar,2
0.6866475041731108,-0.6685852340514341,0.21793490733266307,0.4465530159410943,0.35002426789397506,-1.0362671034346824,0.09627991303018922,0.3917866186947099,2.1518135052217957,Murah,Tinggi,Kecil,0
0.3358485392100463,-0.04408729694477413,0.7942745736546974,0.4465530159410943,-0.7104950865946554,0.11208606180782957,7.406329692352465,0.3917866186947099,2.1518135052217957,Sedang,Tinggi,Sedang,1
-1.0673473206422115,-0.519086271958436,0.1976040315628722,0.4465530159410943,-0.12131766743430533,0.3034782560149146,4.157418679320342,0.3917866186947099,-0.1553177788627317,Murah,Tinggi,Besar,1
0.6866475041731108,0.2555901679780083,-0.5438630077614043,0.4569073607497375,-0.7104950865946554,0.11208606180782957,7.406329692352465,0.3917866186947099,2.1518135052217957,Sedang,Lumayan,Sedang,2
0.6866475041731108,0.22840853850655413,-0.4291155449167041,0.4465530159410943,-0.7104950865946554,0.11208606180782957,7.406329692352465,0.3917866186947099,2.1518135052217957,Sedang,Lumayan,Sedang,1
0.3358485392100463,-0.5054954572227089,0.34829648276856284,0.4465530159410943,1.6184885938509646,0.11208606180782957,1.7207354195462505,0.3917866186947099,-0.1553177788627317,Murah,Tinggi,Sedang,1
-0.014950425753018193,0.5138156479568231,-0.39097482197257627,0.4051356367065214,0.17673679167034267,0.3034782560149146,7.406329692352465,-0.32453699502908795,-0.1553177788627317,Mahal,Lumayan,Besar,2
0.6866475041731108,0.4050891300710064,0.10517987031340242,0.42584432632380786,1.6254200928999094,0.11208606180782957,4.969646432578373,-0.32453699502908795,0.6137259824987774,Sedang,Tinggi,Sedang,1
0.6866475041731108,0.1325932946196781,-0.905996566972921,0.4465530159410943,-0.19063265792375828,-1.0362671034346824,5.781874185836404,0.3917866186947099,2.1518135052217957,Sedang,Rendah,Kecil,0
1.0374464691361753,0.8128135721428191,-1.0282257921009041,0.4465530159410943,-1.3689874962444586,0.11208606180782957,7.406329692352465,0.3917866186947099,2.1518135052217957,Mahal,Rendah,Sedang,2
-0.7165483556791472,-0.5054954572227089,0.2717710663710696,0.4776160503670239,-0.8006045742309441,0.11208606180782957,8.218557445610495,0.3917866186947099,2.1518135052217957,Murah,Tinggi,Sedang,1
0.3358485392100463,0.2827717974494625,-0.9991933015016427,0.4465530159410943,-0.7104950865946554,0.11208606180782957,7.406329692352465,0.3917866186947099,2.1518135052217957,Sedang,Rendah,Sedang,2
0.3358485392100463,0.6497237953140941,-0.31575058162434966,0.4465530159410943,-1.1333165285803182,0.11208606180782957,7.406329692352465,0.3917866186947099,2.1518135052217957,Mahal,Lumayan,Sedang,2
